col_x;col_y
80;0
0.108349491615324;60.0837678735296
0.216770488534801;60.1675492418582
0.333944665280917;60.2580472357749
0.442512127004458;60.341853776828
0.572884520668519;60.4424356720768
0.681603541922585;60.5262645496504
0.808890740372798;60.6243552952417
0.917755845985619;60.7082018476462
1.02668712411727;60.7920550781052
1.13568384692126;60.8759140559448
1.24474528378158;60.9597778468466
1.35387070133864;61.0436455128692
1.46524377678472;61.1291935478997
1.57668186790907;61.2147436320046
1.68599725547508;61.2986172816499
1.79537363357449;61.3824909806997
1.90481025542454;61.4663637732898
2.01978272572414;61.5544281801739
2.12934050177086;61.6382961115578
2.24114912847995;61.72383743556
2.35082318406722;61.8076966043473
2.46604164911216;61.8957424655055
2.57583054232069;61.9795886810648
2.68787171841993;62.0651037666361
2.79777062602062;62.1489331894646
2.90772283573185;62.2327528106002
3.0232291779846;62.3207517802989
3.13328824220905;62.4045482090548
3.24560096232934;62.4900073403442
3.35576212638943;62.5737768189963
3.4681773659028;62.6592063769334
3.57843744407451;62.742944812258
3.68874530525159;62.8266663569167
3.81455354760339;62.9220870217258
3.92496101701971;63.0057690145377
4.03541379080738;63.0894309270874
4.14812146965388;63.1747443312635
4.25866333573474;63.2583625611834
4.36924810369525;63.3419576152573
4.4798749741495;63.4255284625641
4.59054314584711;63.5090740692976
4.7034663966602;63.5942635102221
4.81975402994915;63.6819288025282
4.93054397154347;63.7653904320381
5.04137193475616;63.8488225842056
5.15445478687866;63.9338919249997
5.26535708081384;64.0172613335218
5.37851405907719;64.102264486384
5.50169651367625;64.194728008604
5.61270742219033;64.2779916972098
5.72597255372591;64.3628836013177
5.83704930485058;64.4460735446065
5.95371362558803;64.5333819423225
6.06485377087658;64.6164925946164
6.20826826141083;64.7236456401488
6.3194751266751;64.8066623911755
6.43070976754491;64.8896363666283
6.5675652453485;64.9916340972709
6.67885884057279;65.0745087909539
6.79240415541423;65.1589933019926
6.90597469650935;65.2434285182047
7.01956957952964;65.3278132833761
7.14321416313542;65.4195850831092
7.25685702134202;65.5038607559995
7.37720828203723;65.5930348984662
7.48866531263219;65.6755483296225
7.60906024604649;65.7646018961695
7.72278599172968;65.8486487148135
7.83429925755843;65.9309904549745
7.95140584089713;66.0173872157876
8.0629518566186;66.0996095786984
8.19013218680256;66.193269911455
8.30170861303882;66.2753626754079
8.43896520105666;66.3762512032747
8.57623971274983;66.4770433845138
8.68785712963157;66.5589158013365
8.79948450845359;66.6407220373373
8.93010005276973;66.7363498141229
9.04174613802015;66.8180085739778
9.15339950141324;66.8995975883064
9.27399233153061;66.9876340849378
9.39124153774914;67.0731445176153
9.50291220347997;67.1545079312199
9.61458664598549;67.235796931123
9.84576108538453;67.403823824404
9.95744182213455;67.484877282519
10.0691228822735;67.5658517020975
10.1897378118486;67.6532139847727
10.3014168263157;67.734020351705
10.4130935504958;67.8147441653945
10.524767135951;67.8953842821316
10.6364367343866;67.9759395569994
10.7503347378137;68.0580173446899
10.8809750907974;68.152053659057
10.9926263037901;68.2323306234399
11.1042699778309;68.31251793634
11.2248357014115;68.3990182108019
11.3386933869195;68.4806143578465
11.4503083097032;68.5605164341578
11.5619122237124;68.6403241349335
11.6891261782163;68.7311883203628
11.8062822189438;68.8147677069034
11.917845369657;68.8942666290356
12.0617402285154;68.9966735215648
12.1732688243115;69.0759435210687
12.3003912799495;69.1661869905425
12.4442129847485;69.2681427676509
12.555681569692;69.3470585100181
12.6793889965041;69.4345309745815
12.7997289991379;69.5195126245948
12.9334110796096;69.6137883266842
13.0447884622424;69.6922307225842
13.1683903543129;69.7791717936165
13.2919627334573;69.8659745596818
13.4032629875869;69.9440555054886
13.5601524724513;70.0539544706655
13.6713893579446;70.1317569850291
13.7825985358289;70.2094419794873
13.8937791788466;70.2870082874582
14.0204892505754;70.3752876149763
14.1316060555605;70.4525960130521
14.2426917366039;70.5297820597849
14.3792832261501;70.6245513743956
14.490296543584;70.7014603722326
14.6034953289686;70.7797776097009
14.7166581101511;70.8579623887984
14.8630492064414;70.9589440454155
14.9739092992408;71.0352945886644
15.0902722130217;71.115321415957
15.2010549215241;71.1914017071988
15.3272996132854;71.2779701928832
